vin_number,license_plate,tires/0/name,tires/0/pressure,tires/1/name,tires/1/pressure,tires/2/name,tires/2/pressure,tires/3/name,tires/3/pressure
nf76UIMKiTWktkdcV,zXS6wyJ,front-passenger,26.969380569712595,front-driver,24.737249791674362,rear-passenger,30.495222077184494,rear-driver,22.257701054564897
2Ew9hc9AG2TNh1jC9,xmZeOGO,front-passenger,39.80924000646034,front-driver,38.24556424996264,rear-passenger,34.01438322330219,rear-driver,19.085623767936713
kvpyPccJOAdglNxy0,aqLyLQf,front-passenger,18.845002841897504,front-driver,27.4095693944087,rear-passenger,27.67698156871156,rear-driver,30.237181020735463
xEBxGSrymRDUcgDEA,X7fFycu,front-passenger,17.57005459502204,front-driver,27.056700035397718,rear-passenger,37.375562190737114,rear-driver,16.659524281596674
kZuzzEe9yHWnv7IxN,PlerSbo,front-passenger,21.188627568334283,front-driver,33.68846349519988,rear-passenger,38.91114031495683,rear-driver,21.923410347121308
EWgOdw2AgzTDrlepw,zjjdljs,front-passenger,17.705344088584777,front-driver,21.11784370685342,rear-passenger,21.666753663832488,rear-driver,17.047320702247305
PodIaHaB4DS27eTuU,QO3jLBb,front-passenger,24.683105818925842,front-driver,23.091048790814707,rear-passenger,19.02876562195646,rear-driver,37.344100829356606
nmO8spqDyzY1tB1RJ,3K1Fkpn,front-passenger,34.40599837475516,front-driver,26.626338257834362,rear-passenger,23.004491896092787,rear-driver,18.20986763734912
RmLloQiVXhhMjSFVF,gr5Qqrb,front-passenger,17.304584322486637,front-driver,25.7123021963543,rear-passenger,21.187435459755484,rear-driver,21.897920304581866
5rVU4D3Oolysp61H4,pu3w6Nf,front-passenger,19.64811684791121,front-driver,30.94471152273307,rear-passenger,19.80204935937811,rear-driver,34.76897653137878
xcrYQ6C0VCfuIUttQ,L7FxK6p,front-passenger,25.0542552791834,front-driver,23.211662120332672,rear-passenger,23.87335948521217,rear-driver,30.321804690323475
7uZku5udTUH4WBZHU,3INyZsI,front-passenger,36.41978407611902,front-driver,37.64982337855334,rear-passenger,29.503463231133217,rear-driver,24.508004680859205
sXHhoo2rRtD7sPm3c,FvcmvaP,front-passenger,17.679033111425223,front-driver,21.724701197238844,rear-passenger,22.07767231159565,rear-driver,28.319603464613238
DhMeZGZtNGXdbA77M,ZKKn08y,front-passenger,27.171161714874096,front-driver,21.08176334995081,rear-passenger,20.523807740794023,rear-driver,22.442120226448324
8tX7hlH8OdhpGvsYj,Ax4j4DT,front-passenger,23.67864247317008,front-driver,35.889860349134324,rear-passenger,39.262503134601744,rear-driver,39.417134785217534
qNVUhoy7SLCqGVeUb,yqqtSRU,front-passenger,24.053250060340744,front-driver,38.172550591628166,rear-passenger,26.59097776283103,rear-driver,31.863004244113583
i0W3q4jWpaQSJCb5y,pkAa6IA,front-passenger,20.94974820793507,front-driver,39.50331337045077,rear-passenger,16.115991205466955,rear-driver,34.03998652071101
REhnAqFyYaLEUROgQ,7HALjDZ,front-passenger,26.658880928854664,front-driver,21.424313595104053,rear-passenger,27.75886947190734,rear-driver,23.346156815383594
xvyUmw3KgrMfYhfHU,VcqTn2i,front-passenger,25.71395411374131,front-driver,19.572801829883538,rear-passenger,22.615333122404174,rear-driver,25.90554600960172
DCJcbyzIg8v8itApR,oDeJi2v,front-passenger,25.672031442997092,front-driver,26.00580034145177,rear-passenger,32.60057124485694,rear-driver,26.519859008468934
MH2hyzZcxN4YNKIXe,PWveNHX,front-passenger,29.349400396610328,front-driver,20.33370289823658,rear-passenger,36.13130233785181,rear-driver,18.632600177008964
e1GBpfyPppkymySEq,CgD6Cl4,front-passenger,28.82914811676266,front-driver,39.05719618805336,rear-passenger,27.490362939197304,rear-driver,22.869296532537604
GA7wq9Mw0apEuMTAW,tYzgOEY,front-passenger,27.125207066471027,front-driver,31.554313470161937,rear-passenger,26.709102802211255,rear-driver,29.575158403226222
bQZyXvYXxXXiIvIaY,I5qYhD4,front-passenger,30.56305946952611,front-driver,17.378928180636045,rear-passenger,23.445721826763034,rear-driver,33.18679866899815
iF7UlUZnrtEjFCSNh,7W9TsuM,front-passenger,34.719892343632246,front-driver,26.557246198379808,rear-passenger,18.613971974171527,rear-driver,25.483517298713707
bkK3FNKXQ1j7W6czZ,CyQJi6t,front-passenger,27.492695485538796,front-driver,16.934172368719928,rear-passenger,22.201568151085993,rear-driver,27.257585321109786
KAoP7ExRLP5YF9xqs,,front-passenger,17.37762847483085,front-driver,37.97846428425563,rear-passenger,37.62179982297069,rear-driver,27.664729640308487
TD0VpohFp9xpddJsC,kXEtz9y,front-passenger,23.968480022767004,front-driver,31.357090267339927,rear-passenger,17.06242868348072,rear-driver,25.82695570778823
XD2iHkUA8Ii9zUwej,189p5jR,front-passenger,30.124554704330112,front-driver,34.00209631611536,rear-passenger,27.717487342442578,rear-driver,39.26500049696078
OnizczHIPf2rwNBlp,pyHpxcM,front-passenger,33.31954766925092,front-driver,32.94495354393467,rear-passenger,32.557665985015056,rear-driver,36.3836601986261
2EuGeDd1KjfVKHFpH,FhVhAsM,front-passenger,34.40266642170679,front-driver,25.0249182280739,rear-passenger,31.206228135668464,rear-driver,22.951247077237724
Jlwg4VW0tmdCGGIHS,LOmpPk9,front-passenger,25.673932482531548,front-driver,31.26948019299487,rear-passenger,25.518366316871038,rear-driver,24.398599955478236
PObdeq8VMPaie1S89,wvIELo6,front-passenger,34.4748329345086,front-driver,21.171915390230588,rear-passenger,39.24497753826976,rear-driver,29.282957554217997
CPj8LG7YYgxcU7f04,qwHCgxc,front-passenger,37.15848065497159,front-driver,37.500685853375465,rear-passenger,23.18644094444757,rear-driver,33.89830503827891
wVWoz29r9VpehDkky,cJJAV5w,front-passenger,36.560095318179506,front-driver,27.99029645118226,rear-passenger,35.14736993638737,rear-driver,38.11039630813939
Q7hO6bi4EK48APZZs,WHLRojU,front-passenger,38.63979251651164,front-driver,17.018529390211178,rear-passenger,24.9098884886224,rear-driver,23.54134458548701
QG6bTj1v6V1ZxzlCi,fUUKrqS,front-passenger,26.276086884125604,front-driver,19.307304163210055,rear-passenger,25.1047203265634,rear-driver,26.622126394462363
88ByUE0PNtySDQNPO,uYuYWkH,front-passenger,39.760510615325124,front-driver,32.24107699114699,rear-passenger,37.713008897307404,rear-driver,16.60323154398931
wTjyqtzOCUs1qUciH,xdMrRZf,front-passenger,24.054642440111586,front-driver,19.603446133601857,rear-passenger,23.680769454843613,rear-driver,29.849180635532342
yXTCqCgBtwgzb5dpb,hQIaPiq,front-passenger,34.91377607624052,front-driver,30.129117090796434,rear-passenger,17.53348336119111,rear-driver,35.07590671531649
rKxShlyR78gMzGr58,yKodeCm,front-passenger,27.618634390168932,front-driver,33.42646045008487,rear-passenger,29.033307518509226,rear-driver,38.50992458429578
CNQOb1B2YjfAaQiAp,Mu4lDuE,front-passenger,19.534327935993744,front-driver,35.79905601368732,rear-passenger,18.28126894021151,rear-driver,27.544635883240687
d9SAvJanSmAVVIEk1,9I3hOra,front-passenger,16.796920577577627,front-driver,37.10077051357074,rear-passenger,29.094952918394405,rear-driver,23.640482617823903
ennWTA1ZcUFUHqtwi,qZGpmgY,front-passenger,24.177568035485137,front-driver,16.108289265159616,rear-passenger,37.37636698868441,rear-driver,19.56056235400137
lycMIlqdGH9hZ3UnA,,front-passenger,26.173677260330457,front-driver,28.83129336277969,rear-passenger,26.21106126800114,rear-driver,26.841416446278245
lAT8I7b7Q6t3Ltmw7,hyhyTJC,front-passenger,24.35797744639995,front-driver,16.225296346300496,rear-passenger,32.8433966266316,rear-driver,20.043796965550555
LuwEEjK0g8ztaexST,chQXpuy,front-passenger,32.62841566789274,front-driver,24.17203311990896,rear-passenger,23.038505941422358,rear-driver,17.350933966555388
phk87OLweA3rqCZSQ,30O2UBL,front-passenger,27.313203466367426,front-driver,36.25766964527968,rear-passenger,30.95183545761742,rear-driver,23.94669565268607
ifINicSHJjM9SJV6O,pORf8wk,front-passenger,36.187181300318485,front-driver,34.402890347976154,rear-passenger,39.94383792134559,rear-driver,21.27178667071088
Mi6M7lrArPTAFoKJJ,h9Wv7WA,front-passenger,16.12091291789551,front-driver,21.645902171888707,rear-passenger,24.00966377941819,rear-driver,37.24415765412694
xNHMVJhfICbAV4Elg,MvcsUxC,front-passenger,31.052641311767157,front-driver,31.541111318977315,rear-passenger,27.921042874971555,rear-driver,31.049367626942345
sElQcGWljNx6g9qpW,cSuUaBV,front-passenger,35.12554439538464,front-driver,27.809085233911407,rear-passenger,20.61217641233434,rear-driver,31.62740963490181
AusFzHWaAelGjh9Ps,OwvF5Tu,front-passenger,27.55202764320771,front-driver,30.197575820280527,rear-passenger,25.60427607219284,rear-driver,20.4919758768653
P8BD0AxKsJkmqnyu0,8GMo6kL,front-passenger,38.64553502728537,front-driver,26.20540738615933,rear-passenger,39.38100766563837,rear-driver,27.28615497682368
pEW7hiTs462GFepva,YL7E5aJ,front-passenger,35.7898357505693,front-driver,17.18104831738934,rear-passenger,17.22579178490934,rear-driver,29.62403267089433
kUzlLHi2oACI9BSlS,euHqsOB,front-passenger,33.01885654426922,front-driver,17.357973990746185,rear-passenger,39.91755705646575,rear-driver,28.673317188217503
IAZJX4VKkgSbx7HgW,5C8U4bl,front-passenger,33.41526439205739,front-driver,39.59011392124016,rear-passenger,22.259137084546502,rear-driver,20.657305025066123
YfDx7TJ48dlu6dIIe,Ydr5cII,front-passenger,30.996621274986317,front-driver,17.380034715806644,rear-passenger,16.88265574054276,rear-driver,27.57720518580782
zqtImuPhqUGpKcWIr,RY0po1d,front-passenger,35.60171332490266,front-driver,21.07180592536324,rear-passenger,28.585683951256023,rear-driver,19.825205067384587
PyvLHgCJfY93zdoUb,3MMqXZL,front-passenger,23.8237643734868,front-driver,22.845447531755898,rear-passenger,17.464851839901883,rear-driver,21.37179787415635
ZxvONelzStdtbbncb,vUXYygD,front-passenger,17.539583256650083,front-driver,26.969008044323797,rear-passenger,38.066310574664385,rear-driver,25.73506535507069
BBLofOsVdbfJtg264,VovNsem,front-passenger,32.82375172150476,front-driver,34.26134020911786,rear-passenger,29.19606936062636,rear-driver,29.017171574952307
2UspMlcAcqziR22VJ,xcQ6IHh,front-passenger,29.834840468580367,front-driver,23.94149986385809,rear-passenger,19.690995072102943,rear-driver,22.425072078107853
zKALJ2gFfY5LVALIo,31je9Bs,front-passenger,34.792709590200246,front-driver,29.93959327496633,rear-passenger,27.6709457342489,rear-driver,25.876570248133635
5MuV2nvGSaFYRFYS5,FNREwOT,front-passenger,26.789701360299638,front-driver,21.742346014550677,rear-passenger,29.524601203845936,rear-driver,38.1354302044004
etqCBSAyD1xGdKO89,HpuUfxY,front-passenger,24.73359263896403,front-driver,27.519960414111218,rear-passenger,22.113504963622052,rear-driver,21.482039122050004
woApUZDcmmQQhjqVu,BmKanm8,front-passenger,19.43144850147998,front-driver,28.196488347578157,rear-passenger,19.573790197342547,rear-driver,17.17679121005589
NpVaIeraC2DIPcXZR,EQqvb3h,front-passenger,38.25128421194182,front-driver,26.028736600869333,rear-passenger,27.172303365898237,rear-driver,25.30628134096508
8Bb60qsZCZeyJ35Fm,IB29TTm,front-passenger,20.127251901687565,front-driver,22.108607119939528,rear-passenger,26.168573811581034,rear-driver,37.48628726401329
OLsHoQRuGmVm0fcxG,kg7f9bz,front-passenger,22.839269921745373,front-driver,34.20718777019927,rear-passenger,18.289076841006974,rear-driver,19.95739531176657
Vt0lAB2syfXApSuPO,8Tzbk3S,front-passenger,30.272632590187165,front-driver,21.802089015870074,rear-passenger,17.024880266005226,rear-driver,38.0301831789428
IQZ3CPLjaqEGImLJT,sEjbChM,front-passenger,18.69555863996652,front-driver,22.281308477828148,rear-passenger,21.71793443658596,rear-driver,17.55325209999656
OrqKggawYQCalA36R,BQ0ih9t,front-passenger,30.668304010593815,front-driver,25.2854129194118,rear-passenger,18.53630356096201,rear-driver,16.018930566710978
Rjs6617pI3ds1I3tA,tr3Oknr,front-passenger,27.951479775992404,front-driver,19.402820544045547,rear-passenger,26.992272829661,rear-driver,31.4649808689719
0bXgEVux1DfeGAsUt,KFZ8GMJ,front-passenger,34.988947326096856,front-driver,39.767768105630175,rear-passenger,38.63409972369023,rear-driver,31.45629359797629
TWxDld9jc2ocpslbP,lZR08re,front-passenger,24.900911105586182,front-driver,39.52575526619048,rear-passenger,26.594462958945023,rear-driver,31.63815385663372
SiJ2BxZhBkT7R7njm,YokZZYM,front-passenger,30.999167109990804,front-driver,24.56863671963925,rear-passenger,19.667618053772006,rear-driver,32.67875774211623
cYqJvDUIwdtNTIRYv,QX8P3UY,front-passenger,23.225832030086096,front-driver,34.104626053597215,rear-passenger,20.23400579864724,rear-driver,35.57629021032315
Hwsi1oLAsoIc0b6Os,1LoVmHm,front-passenger,20.852911808335485,front-driver,39.86375808376922,rear-passenger,16.60227032525311,rear-driver,25.19623576280734
1FD4xnZSuN6tnuvry,rGh4gep,front-passenger,18.50327396058116,front-driver,36.64950141955714,rear-passenger,34.14469620895738,rear-driver,28.978970220633244
qJfRuQQBmAygo0V2w,TAnU84w,front-passenger,16.335837330593783,front-driver,24.22529940812411,rear-passenger,39.21728312133941,rear-driver,23.248151033056722
6EHN75UKn4hdKgK7c,ZdBiCO1,front-passenger,35.80146207056143,front-driver,17.80504097631023,rear-passenger,19.818419119599966,rear-driver,24.757055647110732
PPL1t5UHJm3pa5BUg,zdvOBA2,front-passenger,21.00865642854006,front-driver,26.95775202252839,rear-passenger,35.72826508598948,rear-driver,28.264959988483852
7F84DrIknDl9u83UQ,YoZTNu2,front-passenger,34.180115912480694,front-driver,21.21306982265746,rear-passenger,36.54578001754537,rear-driver,16.27283246543743
c2W1a4shLb41jI10C,6ZyaEiD,front-passenger,29.297302888049945,front-driver,21.521922834920588,rear-passenger,19.035108975174037,rear-driver,24.75732382517478
EJ9fQb16ELwg7UQux,YwPRXJA,front-passenger,17.92472291555785,front-driver,28.224575741764816,rear-passenger,18.503355914933096,rear-driver,23.21926715914953
fkWejKpQbBbVsjh0v,8Mmxmml,front-passenger,25.797999699066885,front-driver,34.196332647431404,rear-passenger,31.29593897114958,rear-driver,35.219081333771264
2q4Jw5CmjrJZr3QjA,1Hq8oqd,front-passenger,36.09877900945138,front-driver,30.274966648303703,rear-passenger,17.342334095648702,rear-driver,20.723952755280276
Xhd9Z7fuAMVJWFMG6,DWrJRZx,front-passenger,32.15350370548979,front-driver,24.48569234424825,rear-passenger,23.899572028333814,rear-driver,19.84267439407828
5aREZtqVTDTuYF1JV,fAsZYm9,front-passenger,38.45397745005253,front-driver,32.75327378666668,rear-passenger,38.00769003404423,rear-driver,28.33716947246898
LWA10BFbOyVAopSn7,66pQx4l,front-passenger,29.533113524642644,front-driver,22.00282640966472,rear-passenger,20.811054692161647,rear-driver,39.66116704560418
txh6SmloLU6eWYuHw,PGacB3e,front-passenger,23.522711996496078,front-driver,26.70491188204518,rear-passenger,38.54499190788775,rear-driver,34.299217953053045
xOeVzdHJqyOWzG70M,hpdcM9L,front-passenger,19.95711181235893,front-driver,29.649377135321192,rear-passenger,16.498459992114434,rear-driver,27.50256814818065
AiXfRpznhW5U3GKQD,S7xsCWC,front-passenger,20.78707302437883,front-driver,34.45998534605767,rear-passenger,35.04740286759718,rear-driver,38.415573028926666
EStdhpp2jL9ufPD4k,AghCZTU,front-passenger,21.612052832336026,front-driver,37.53314602262321,rear-passenger,24.35919682555015,rear-driver,29.898736881997237
LiE0ZcGmFOB7Z9lra,M3owYqs,front-passenger,30.65689081172883,front-driver,29.31065406824831,rear-passenger,23.33571329411718,rear-driver,26.17074185902174
Gs1X3rH9tUCjMVFwg,kVCLJN1,front-passenger,37.213418032201204,front-driver,21.003176638645595,rear-passenger,25.71961643886116,rear-driver,24.259201416743416
zx6wdRg5V3wDxSzQA,PJj3Xcv,front-passenger,29.106556221136692,front-driver,29.69731080933957,rear-passenger,32.48465952610564,rear-driver,28.61455950291936
tDMNchLgUwSCG801F,Tb3rhsG,front-passenger,26.618096461025413,front-driver,20.40749107327699,rear-passenger,17.979252192047692,rear-driver,17.681428681001684
8K5MNgMuPZmSca62M,bBtiB9m,front-passenger,33.0559787308936,front-driver,20.64934107252568,rear-passenger,32.5392222072144,rear-driver,24.323870254626954
uyiH1pG72CJV7Jrj2,iIP8zfH,front-passenger,20.681776403665868,front-driver,19.993585469529602,rear-passenger,26.097875893201326,rear-driver,19.970384271432927
1sOnYmHvP0jYed9zD,z6TwCij,front-passenger,23.633306012206415,front-driver,35.869144347145294,rear-passenger,39.822103327235574,rear-driver,38.31345047372542
sCoQlbdQ6yNG0P8JO,F5Z0sdl,front-passenger,33.28770828902221,front-driver,31.603461959233716,rear-passenger,22.90905990800703,rear-driver,27.724778788958073
hW8NAF0PeCjs5ZChm,TT0VGjB,front-passenger,19.72459418677832,front-driver,32.47998412429823,rear-passenger,18.342457715187507,rear-driver,29.618994645964342
1gqiwo3EJ7BJXlVOk,SqPdnbT,front-passenger,29.021674705832464,front-driver,35.388210397510136,rear-passenger,38.554909741100886,rear-driver,32.97211904417188
5qEeii5sWKvZFxIsK,zbtG8DJ,front-passenger,24.26730225980931,front-driver,19.937199498235387,rear-passenger,18.778775214741763,rear-driver,28.690437650679343
RGgF4HmrTjua7qjz8,4poRmG9,front-passenger,24.43196441453158,front-driver,17.105238920253488,rear-passenger,20.727050012182268,rear-driver,32.217984791528316
Qnw3w6TPcCOPEaljc,DNJIkYb,front-passenger,28.177010265576648,front-driver,23.33322430002607,rear-passenger,33.60420875302086,rear-driver,28.649649570515823
GRGZ0ico5wo3LxGpy,CNxbN7Q,front-passenger,38.13407557471312,front-driver,32.72101731070975,rear-passenger,32.28534935312966,rear-driver,28.68341411997396
BFfyJuECAMD6pbvrA,,front-passenger,37.35438912598438,front-driver,35.7474944478149,rear-passenger,16.82413422464807,rear-driver,19.261798034566986
0vnpa1cyEHHo0fLJw,yZL9Ggo,front-passenger,27.686219542936854,front-driver,26.10110655582492,rear-passenger,19.687677601593975,rear-driver,17.342044545806324
o2wknATSsaSGUumxG,5Dq11s8,front-passenger,32.71828322223311,front-driver,26.024301697895694,rear-passenger,17.119796674785512,rear-driver,20.062642669713945
3jZsaEYSOGex7DaAn,vIVqwW2,front-passenger,25.5736571348396,front-driver,31.886113126859694,rear-passenger,23.63326984624646,rear-driver,28.93576868776055
